,cid,iupacname
4919,129994008.png,(E)-3-(2-methyloxan-4-yl)prop-2-enoic acid
4920,130056021.png,7-aminoisoquinoline-3-carboxylic acid
4921,130163168.png,3-(2-chloro-4-fluorophenyl)-2-cyanoprop-2-enoic acid
4922,130471103.png,"(1S,2R)-2-(4-fluorophenyl)-2-(trifluoromethyl)cyclopropane-1-carboxylic acid"
4923,130549032.png,(E)-3-(1-propan-2-yltriazol-4-yl)prop-2-enoic acid
4924,130578157.png,3-(1-methylcyclopentyl)propanoic acid
4925,130592587.png,2-(thiadiazol-4-yl)cyclopropane-1-carboxylic acid
4926,130620064.png,4-phenyloxolane-2-carboxylic acid
4927,130742729.png,4-oxo-3-phenylbut-2-enoic acid
4928,130791846.png,"(1R,2R)-1-fluoro-2-phenylcyclopropane-1-carboxylic acid"
4929,130798244.png,2-azido-3-(furan-2-yl)prop-2-enoic acid
4930,130803514.png,5-fluoro-6-methyl-1-benzothiophene-2-carboxylic acid
4931,130879707.png,2-methoxy-3-(4-methylphenyl)prop-2-enoic acid
4932,130894793.png,3-(4-methyl-2-sulfanylphenyl)propanoic acid
4933,130903416.png,"3-[(4R,5S)-7-oxo-6-oxa-1-azabicyclo[3.2.1]octan-4-yl]propanoic acid"
4934,130926451.png,"3,6-difluoro-1-benzothiophene-2-carboxylic acid"
4935,130943475.png,"2-oxo-3-(1,2,5-thiadiazol-3-yl)propanoic acid"
4936,130967614.png,3-(5-cyano-2-methylphenyl)propanoic acid
4937,131005508.png,1-fluoro-2-phenylcyclopropane-1-carboxylic acid
4938,131063239.png,(2R)-2-amino-3-(6-amino-2-methylpyridin-3-yl)propanoic acid
4939,131217201.png,7-chloro-6-hydroxy-1-benzothiophene-2-carboxylic acid
4940,131232875.png,(E)-3-(3-bromo-5-methylphenyl)prop-2-enoic acid
4941,131265420.png,(Z)-2-hydroxy-3-(3-methylphenyl)prop-2-enoic acid
4942,131268408.png,(Z)-3-(2-chlorophenyl)-2-hydroxyprop-2-enoic acid
4943,131282544.png,(Z)-3-(3-fluorophenyl)-2-hydroxyprop-2-enoic acid
4944,131365887.png,3-(2-chloro-4-hydroxyphenyl)-2-methylpropanoic acid
4945,131512998.png,3-[3-(bromomethyl)-4-hydroxyphenyl]propanoic acid
4946,131554344.png,"(E)-3-(3,5-dichloro-4-hydroxyphenyl)-2-methylprop-2-enoic acid"
4947,131579308.png,3-[2-(chloromethyl)phenyl]propanoic acid
4948,131632030.png,2-hydroxy-3-(1-methylimidazol-4-yl)propanoic acid
4949,131699578.png,7-iodoisoquinoline-3-carboxylic acid
4950,131748738.png,2-azido-3-(5-bromothiophen-2-yl)prop-2-enoic acid
4951,131831742.png,"2-oxo-3-(3,4,5-trihydroxyphenyl)propanoic acid"
4952,131831752.png,"2-oxo-3-(2,3,4,5-tetrahydroxyphenyl)propanoic acid"
4953,131831953.png,3-(4-hydroxy-3-sulfooxyphenyl)-2-oxopropanoic acid
4954,131832014.png,3-(4-hydroxy-3-methoxyphenyl)oxirane-2-carboxylic acid
4955,131832017.png,"3-(2,4-dihydroxy-5-methoxyphenyl)propanoic acid"
4956,131832020.png,"3-(2,4-dihydroxy-3-methoxyphenyl)propanoic acid"
4957,131832067.png,"3-(2,3,4-trihydroxy-5-methoxyphenyl)propanoic acid"
4958,131832070.png,"3-(2,4,5-trihydroxy-3-methoxyphenyl)propanoic acid"
4959,131832271.png,3-(4-hydroxyphenyl)oxirane-2-carboxylic acid
4960,131832896.png,"3-(2,4-dihydroxyphenyl)-3-hydroxypropanoic acid"
4961,131832923.png,"3-(3,4-dihydroxy-5-methoxyphenyl)-2-oxopropanoic acid"
4962,131832971.png,"2-oxo-3-(2,3,4-trihydroxyphenyl)propanoic acid"
4963,131832973.png,"2-oxo-3-(2,4,5-trihydroxyphenyl)propanoic acid"
4964,131834536.png,"2-hydroxy-3-(2,4,5-trihydroxyphenyl)propanoic acid"
4965,131836666.png,"3-(3,5-dihydroxyphenyl)-2-oxopropanoic acid"
4966,131837370.png,"1-(4-hydroxy-3-methoxyphenyl)butane-2,3-dione"
4967,131837799.png,3-(2-hydroxyphenyl)oxirane-2-carboxylic acid
4968,131839252.png,"3-(4-hydroxy-3,5-dimethoxyphenyl)oxirane-2-carboxylic acid"
4969,131839254.png,"3-(2,4-dihydroxy-3,5-dimethoxyphenyl)propanoic acid"
4970,131839512.png,3-(3-hydroxyphenyl)oxirane-2-carboxylic acid
4971,131839520.png,"2-hydroxy-3-(3,4,5-trihydroxyphenyl)propanoic acid"
4972,131886176.png,2-amino-3-(4-hydroxy-3-(123I)iodanylphenyl)-2-methylpropanoic acid
4973,131984292.png,3-(4-hydroxyphenyl)-3-iodo-2-oxopropanoic acid
4974,132273807.png,spiro[2.5]oct-7-ene-2-carboxylic acid
4975,133083093.png,(2S)-2-amino-3-(4-hydroxy-3-(123I)iodanylphenyl)propanoic acid
4976,133621931.png,(E)-3-(2-bicyclo[2.2.1]heptanyl)-2-methylprop-2-enoic acid
4977,133669605.png,"3-[(1R,2R,5R)-6,6-dimethyl-2-bicyclo[3.1.1]heptanyl]propanoic acid"
4978,133682242.png,(Z)-3-(2-chlorophenyl)-2-methoxyprop-2-enoic acid
4979,134160360.png,(2S)-3-(4-hydroxyphenyl)-2-isocyanopropanoate
4980,134160362.png,4-[(E)-2-carboxy-2-isocyanoethenyl]phenolate
4981,134213048.png,"2-[5-methyl-4-(trifluoromethyl)cyclohexa-1,3-dien-1-yl]oxyacetic acid"
4982,134249619.png,"pyrano[3,4-d][1,3]thiazine-6-carboxylic acid"
4983,134257551.png,"(E)-3-(4-hydroxycyclohexa-1,3-dien-1-yl)prop-2-enoic acid"
4984,134280769.png,"2-(3,5-dichlorophenyl)-2-sulfanylacetic acid"
4985,134320292.png,2-[4-(2-chloroethyl)phenyl]-2-methoxypropanoic acid
4986,134328189.png,"(4-fluoro-5-hydroxy-6-methyl-2,3-dihydro-1H-inden-1-yl)-methylcarbamic acid"
4987,134330975.png,"3-(2,4-dihydroxy-5-methoxycyclohexa-2,4-dien-1-yl)prop-2-enoic acid"
4988,134342866.png,"(E)-3-(2,6-dichloro-4-methylphenyl)-2-methylprop-2-enoic acid"
4989,134352961.png,"2-[(4-methyl-7-oxo-1,6-diazabicyclo[3.2.1]oct-3-en-6-yl)oxy]acetic acid"
4990,134355501.png,(Z)-2-(methylideneamino)-3-(2-methyl-5-oxocyclopenten-1-yl)prop-2-enoic acid
4991,134355890.png,"2-[(1R,2S,8R)-2-methyl-2-tricyclo[4.2.1.03,8]nonanyl]acetic acid"
4992,134355923.png,"2-[(1R,6R,8R)-2-tricyclo[4.2.1.03,8]nonanyl]acetic acid"
4993,134364142.png,"3-(3-methyl-2,3-dihydropyridin-6-yl)propanoic acid"
4994,134364742.png,"2-(1,4-diazabicyclo[2.2.2]octan-2-yloxy)-2-oxoacetic acid"
4995,134367773.png,"2,3,5,6-tetrafluoro-5-[(E)-2-nitroethenyl]cyclohexa-1,3-diene"
4996,134367774.png,"2,3,5,6-tetrafluoro-5-(2-nitroethenyl)cyclohexa-1,3-diene"
4997,134412847.png,"(1R,3R)-2,2-dichloro-3-(4-fluoro-3-methylphenyl)cyclopropane-1-carboxylic acid"
4998,134413237.png,"2,2-dichloro-3-(4-fluoro-3,5-dimethylphenyl)cyclopropane-1-carboxylic acid"
4999,134413246.png,"3-(3,5-dichlorophenyl)-2,2-difluorocyclopropane-1-carboxylic acid"
5000,134413296.png,"2,2-dichloro-3-(3-fluorophenyl)cyclopropane-1-carboxylic acid"
5001,134413297.png,"2,2-dichloro-3-(3-chlorophenyl)cyclopropane-1-carboxylic acid"
5002,134413302.png,"2,2-dichloro-3-(4-fluorophenyl)cyclopropane-1-carboxylic acid"
5003,134413304.png,"2,2-dichloro-3-(4-chlorophenyl)cyclopropane-1-carboxylic acid"
5004,134413329.png,"(3R)-2,2-dichloro-3-(3,4,5-trifluorophenyl)cyclopropane-1-carboxylic acid"
5005,134421445.png,"1-(4,4-difluorocyclohexyl)cyclopropane-1-carboxylic acid"
5006,134495397.png,"(2,4,6-trimethylphenyl)methyl hydrogen carbonate"
5007,134495403.png,"2-(2,4,6-trimethylphenyl)ethyl hydrogen carbonate"
5008,134497752.png,2-(4-hydroxyphenyl)-2-methylpentanoic acid
5009,134498622.png,(Z)-3-(6-methoxypyridin-3-yl)prop-2-enoic acid
5010,134499279.png,(E)-3-(3-methylidenecyclobutyl)prop-2-enoic acid
5011,134505230.png,2-(2-fluoro-6-phosphanylphenoxy)acetic acid
5012,134512506.png,3-(4-methyl-4H-thiopyran-3-yl)propanoic acid
5013,134521930.png,2-hydroxy-3-[4-(trifluoromethylsulfanyl)phenyl]propanoic acid
5014,134532919.png,"2-sulfanyl-3,4-dihydro-1H-isoquinoline-6-carboxylic acid"
5015,134533989.png,"(E)-3-(5,5-difluoro-1-methylpiperidin-3-yl)prop-2-enoic acid"
5016,134533995.png,"(E)-3-(5,5-difluoro-1-iodopiperidin-3-yl)-2-methylprop-2-enoic acid"
5017,134533996.png,(E)-3-(4-fluoro-1-methylpyrrolidin-3-yl)prop-2-enoic acid
5018,134534008.png,(E)-3-[(2R)-4-iodomorpholin-2-yl]prop-2-enoic acid
5019,134534023.png,"(E)-3-(3,3-difluoro-1-methylpiperidin-4-yl)prop-2-enoic acid"
5020,134534025.png,(E)-3-(3-fluoro-1-methylpiperidin-4-yl)prop-2-enoic acid
5021,134547831.png,"3-(4-hydroxycyclohexa-1,3-dien-1-yl)propanoic acid"
5022,134555554.png,(E)-3-(3-cyanocyclopent-2-en-1-yl)prop-2-enoic acid
5023,134563943.png,4-chloro-2-(2-fluorophenyl)butanoic acid
5024,134564411.png,"2-[(1S)-5-hydroxy-2,3-dihydro-1H-inden-1-yl]propanoic acid"
5025,134564824.png,"2-[(1R)-5-hydroxy-2,3-dihydro-1H-inden-1-yl]propanoic acid"
5026,134572192.png,"(2S)-2-(5-hydroxy-2,3-dihydro-1H-inden-1-yl)butanoic acid"
5027,134583146.png,"2-[(1S)-5-aminooxy-2,3-dihydro-1H-inden-1-yl]acetic acid"
5028,134586729.png,(2S)-2-(difluoroamino)-3-fluoro-3-phenylpropanoic acid
5029,134588480.png,(E)-4-fluoro-3-pyrrolidin-1-ylbut-2-enoic acid
5030,134590837.png,(E)-3-[5-(ethylamino)pyridin-2-yl]prop-2-enoic acid
5031,134600108.png,2-methoxy-3-(3-sulfanylpropoxy)propanoic acid
5032,134612466.png,(2S)-2-amino-3-(3-chloro-5-fluoro-4-hydroxyphenyl)propanoic acid
5033,134612567.png,"(2E)-2-[1-(3,4-dihydroxy-2-methylphenyl)ethylidene]pent-4-enoic acid"
5034,134817391.png,(2S)-3-(3-chloro-4-hydroxyphenyl)-2-(dimethylamino)propanoic acid
5035,134817393.png,"(2S)-3-(3,5-dichloro-4-hydroxyphenyl)-2-(dimethylamino)propanoic acid"
5036,134817530.png,"(Z)-2-sulfanyl-3-(2,3,6-trifluorophenyl)prop-2-enoic acid"
5037,134822087.png,4-[2-(dihydroxyamino)-2-hydroxyethyl]phenol
5038,134854528.png,(3S)-2-oxo-3-phenylhex-5-enoic acid
5039,134858571.png,3-[(4-hydroxyphenyl)methyl]-4-methylpent-4-enoic acid
5040,134860531.png,2-(2-bromo-5-fluorophenyl)sulfanylacetic acid
5041,134866265.png,"3-(2,2-dimethyl-4H-1,3-dithiin-6-yl)propanoic acid"
5042,134883755.png,(2Z)-2-(1-phenylethoxyimino)acetic acid
5043,134891315.png,3-(1-methylpyridin-1-ium-3-yl)propanoate
5044,134891352.png,3-(4-methylphenyl)sulfanyl-2-oxopropanoic acid
5045,134892360.png,2-hydroxy-4-oxo-3-phenylpentanoic acid
5046,134892950.png,sulfo 1-nitrosocyclohexane-1-carboxylate
5047,134895060.png,[(Z)-1-methoxy-2-nitroethenyl]benzene
5048,134895638.png,3-(2-bicyclo[2.2.2]octanyl)-2-methylpropanoic acid
5049,134897442.png,"nitro 2,4,6-trimethylbenzoate"
5050,134934269.png,"(2R,3R)-2-chloro-3-fluoro-3-phenylpropanoic acid"
5051,134970034.png,(Z)-3-[(5S)-5-methylcyclohexen-1-yl]prop-2-enoic acid
5052,134984903.png,2-nitro-1-thiophen-2-ylpropan-1-one
5053,134985017.png,1-(4-fluorophenyl)-2-nitropropan-1-one
5054,134986153.png,(2S)-2-amino-3-(2-ethyl-4-hydroxy-3-methylphenyl)propanoic acid
5055,134988200.png,3-(3-bromo-5-fluoro-4-hydroxyphenyl)-2-oxopropanoic acid
5056,134988351.png,(2E)-2-methoxyimino-3-phenylbutanoic acid
5057,135006830.png,3-(furan-3-yl)-2-hydroxy-2-methylpropanoic acid
5058,135032133.png,2-cuban-1-yl-2-hydroxyacetic acid
5059,135032269.png,[2-(3-azido-4-hydroxyphenyl)-1-carboxyethyl]azanium
5060,135035208.png,2-phenyl-2-sulfanylideneacetate
5061,135037443.png,"(1S,2R)-1-methoxycarbonyl-2-phenylcyclopropane-1-carboxylic acid"
5062,135042431.png,(2R)-2-fluoro-3-phenylpropanoate
5063,135063388.png,(E)-3-cyclohexyl-2-(methoxymethyl)prop-2-enoic acid
5064,135070457.png,2-benzyl-2-cyanobutanoic acid
5065,135073852.png,butyl 3-(4-hydroxyphenyl)-2-oxopropanoate
5066,135121404.png,"(E)-2,3-dideuterio-3-(2,3,4-trideuteriophenyl)prop-2-enoic acid"
5067,135121919.png,2-[hydroxy-[(1S)-1-phenylethyl]amino]-2-oxoacetic acid
5068,135123950.png,"(1R,2R)-2-(1-methyltriazol-4-yl)cyclopropane-1-carboxylic acid"
5069,135127103.png,"3-(3,4-dimethylphenyl)-2-iminopropanoic acid"
5070,135127117.png,"(3,4,5-trifluorophenyl)methylsulfanylformic acid"
5071,135145364.png,2-amino-3-(4-hydroxy-3-(125I)iodanylphenyl)-2-methylpropanoic acid
5072,135151175.png,"1-(4,4-dimethylcyclohexyl)cyclopropane-1-carboxylic acid"
5073,135151196.png,"1-(4,4-dimethylcyclohexen-1-yl)cyclopropane-1-carboxylic acid"
5074,135151766.png,3-(4-hydroxyphenyl)-2-iodo-2-[iodo(methyl)amino]propanoic acid
5075,135151774.png,(2S)-2-amino-3-[3-(fluoromethyl)-4-hydroxyphenyl]propanoic acid
5076,135151775.png,(2R)-3-fluoro-3-(4-hydroxyphenyl)-2-(methylamino)propanoic acid
5077,135181316.png,"3-(4-hydroxy-1-methylcyclohexa-2,4-dien-1-yl)propanoic acid"
5078,135185445.png,(E)-3-(5-hydroxy-6-methoxypyridin-2-yl)prop-2-enoic acid
5079,135187895.png,2-(fluoroamino)-3-(4-hydroxyphenyl)-3-oxopropanoic acid
5080,135203756.png,(2S)-2-amino-3-(3-chloro-2-formyl-4-hydroxyphenyl)propanoic acid
5081,135221089.png,3-(2-phosphanylphenyl)propanoic acid
5082,135230674.png,2-benzyl-3-methyliminopropanoic acid
5083,135230792.png,2-[(4-hydroxyphenyl)methyl]-3-methyliminopropanoic acid
5084,135253945.png,"(2Z)-2-(cyclohepta-1,4,6-trien-1-ylmethoxyimino)acetic acid"
5085,135262774.png,(2S)-2-amino-3-fluoro-3-(4-hydroxyphenyl)propanoic acid
5086,135263791.png,(2S)-3-(4-hydroxyphenyl)-3-iodo-2-(iodoamino)propanoic acid
5087,135263837.png,(E)-3-(6-methoxy-4-methylpyridin-3-yl)prop-2-enoic acid
5088,135276598.png,2-(cyclohexen-1-yloxy)-2-oxoacetic acid
5089,135276600.png,2-[(1E)-cycloocten-1-yl]oxy-2-oxoacetic acid
5090,135283366.png,2-(5-bromo-2-chlorophenyl)sulfanylacetic acid
5091,135290361.png,"2,3,4,6,7,8,9,10-octahydro-1H-pyridazino[1,2-a]diazepine-3-carboxylic acid"
5092,135291142.png,2-(7-methyl-2-bicyclo[3.3.1]non-1(8)-enyl)acetic acid
5093,135300664.png,"(2S)-3-(4-hydroxycyclohexa-1,3-dien-1-yl)-2-(methylamino)propanoic acid"
5094,135306539.png,2-benzyl-3-chloro-3-oxopropanoic acid
5095,135326391.png,3-cyano-3-(2-ethyl-4-hydroxyphenyl)prop-2-enoic acid
5096,135338573.png,(1R)-2-(cyclohexylmethyl)cycloprop-2-ene-1-carboxylic acid
5097,135343982.png,(E)-3-(1-ethyltriazol-4-yl)prop-2-enoic acid
5098,135344800.png,2-(1-acetylpiperidin-4-yl)cyclopropane-1-carboxylic acid
5099,135344962.png,"6,8-dichloro-2,7-naphthyridine-3-carboxylic acid"
5100,135354402.png,"3-(2,4-difluorophenyl)-2-hydroxy-2-methylpropanoic acid"
5101,135358487.png,(Z)-2-azido-3-(2-bromo-4-chlorophenyl)prop-2-enoic acid
5102,135375979.png,2-(4-chlorophenyl)-2-methyl-3-oxopropanoic acid
5103,135426863.png,3-(2-amino-4-methyl-6-oxo-1H-pyrimidin-5-yl)propanoic acid
5104,135439381.png,"3-(3-amino-5-oxo-4H-1,2,4-triazin-6-yl)propanoic acid"
5105,135484882.png,"7,8-dihydroxyisoquinoline-3-carboxylic acid"
5106,135584449.png,"1H-1,2-benzodiazepine-3-carboxylic acid"
5107,135736891.png,"6,7-dihydroxyisoquinoline-3-carboxylic acid"
5108,135742171.png,6-hydroxyisoquinoline-3-carboxylic acid
5109,135747591.png,2-[cyclohexyl(hydroxy)amino]-2-oxoacetic acid
5110,135856153.png,(2E)-2-(3-chloro-4-hydroxyphenyl)-2-methoxyiminoacetic acid
5111,135880001.png,"6,7-dihydroxy-3,4-dihydroisoquinoline-3-carboxylic acid"
5112,136017913.png,"2-(6-hydroxy-1,2-benzoxazol-3-yl)acetic acid"
5113,136047514.png,N-(4-hydroxyphenyl)iminonitramide
5114,136047579.png,2-(4-hydroxybenzotriazol-1-yl)acetic acid
5115,136085968.png,(Z)-3-pyridin-2-yl-2-sulfanylprop-2-enoic acid
5116,136107611.png,7-hydroxyquinoline-3-carboxylic acid
5117,136108965.png,2-(4-hydroxyphenyl)-2-methoxyiminoacetic acid
5118,136163359.png,"6,8-dihydroxy-3-methyl-4H-isoquinoline-3-carboxylic acid"
5119,136210196.png,(NE)-N-[(4-hydroxyphenyl)methylidene]methanesulfonamide
5120,136231706.png,7-amino-6-hydroxyisoquinoline-3-carboxylic acid
5121,136359406.png,(2Z)-2-diazo-3-phenylbut-3-enoic acid
5122,136361133.png,(2Z)-2-diazo-2-(2-methylphenyl)acetic acid
5123,136361143.png,(2Z)-2-diazo-2-phenylacetic acid
5124,136365227.png,(2Z)-2-diazo-2-(4-methylphenyl)sulfonylacetic acid
5125,136378456.png,(2Z)-2-diazo-3-phenylpropanoic acid
5126,136394949.png,(E)-3-(3-chloro-2-fluorophenyl)-2-(ethyldiazenyl)-3-hydroxyprop-2-enoic acid
5127,136394958.png,"2-diazo-3-(2,6-difluorophenyl)-3-oxopropanoate"
5128,136401142.png,(2Z)-2-(benzenesulfonyl)-2-diazoacetic acid
5129,136401953.png,2-diazo-3-oxo-3-thiophen-2-ylpropanoic acid
5130,136402291.png,(E)-3-(2-chloro-6-fluorophenyl)-3-hydroxy-2-(methyldiazenyl)prop-2-enoic acid
5131,136404189.png,(E)-3-(3-chlorothiophen-2-yl)-2-diazenyl-3-hydroxyprop-2-enoic acid
5132,136420831.png,(E)-3-cyclohexyl-3-hydroxy-2-nitrosoprop-2-enoic acid
5133,136425851.png,(2Z)-2-diazo-3-(4-hydroxyphenyl)propanoic acid
5134,136436260.png,3-(4-hydroxyphenyl)-3-iminopropanoic acid
5135,136436286.png,carboxy 4-hydroxy-2-methylbenzenecarboximidate
5136,136437549.png,3-(1-bicyclo[2.2.1]hept-2-enyl)-2-diazo-3-oxopropanoic acid
5137,136437550.png,3-(2-bicyclo[2.2.1]hept-5-enyl)-2-diazo-3-oxopropanoic acid
5138,136460419.png,(2E)-2-(4-hydroxyphenyl)-2-methoxyiminoacetic acid
5139,136462278.png,(2E)-2-hydroxyimino-2-(4-hydroxyphenyl)acetic acid
5140,136464714.png,(2Z)-2-diazo-3-phenylpentanoic acid
5141,136467977.png,methyl (2Z)-2-diazo-3-(4-hydroxyphenyl)propanoate
5142,136468009.png,ethyl (2Z)-2-diazo-3-(4-hydroxyphenyl)propanoate
5143,136487180.png,(2E)-2-(3-chloro-4-hydroxyphenyl)-2-hydroxyiminoacetic acid
5144,136508557.png,(3Z)-3-(4-hydroxyphenyl)-3-methoxyiminopropanoic acid
5145,136508558.png,(3E)-3-(4-hydroxyphenyl)-3-methoxyiminopropanoic acid
5146,136633692.png,3-(4-hydroxyphenyl)-2-methanethioylprop-2-enoic acid
5147,137061853.png,(2S)-2-amino-3-[3-(aminodiazenyl)-4-hydroxyphenyl]propanoic acid
5148,137093484.png,(2Z)-2-diazo-3-phenylbutanoic acid
5149,137093485.png,2-diazo-4-phenylbutanoic acid
5150,137203127.png,6-fluoro-7-hydroxyquinoline-3-carboxylic acid
5151,137205199.png,"2-amino-3-(4,5-dihydroxy-2-nitrosophenyl)propanoic acid"
5152,137221546.png,(2Z)-2-diazo-2-(2-methoxyphenyl)acetic acid
5153,137221549.png,"(2Z)-2-diazo-2-(2,5-dimethoxyphenyl)acetic acid"
5154,137285743.png,"2-(cyclohepta-2,6-dien-1-ylideneamino)acetic acid"
5155,137321181.png,2-[cyclopentyl(hydroxy)amino]-2-oxoacetic acid
5156,137327431.png,"3-(3,4-dihydroxyphenyl)-2-silyloxyprop-2-enoic acid"
5157,137333843.png,3-(4-aminophenyl)-2-oxopropanoate
5158,137360823.png,3-(4-bromo-3-fluorophenyl)-2-hydroxypropanoic acid
5159,137384171.png,6-sulfanyl-1-benzothiophene-2-carboxylic acid
5160,137387055.png,3-(4-oxooxetan-2-yl)propanoic acid
5161,137395688.png,2-(3-phosphanyl-3-azabicyclo[3.1.0]hexan-6-yl)acetic acid
5162,137405484.png,(2S)-3-(4-fluoropyrazol-1-yl)-2-hydroxy-2-methylpropanoic acid
5163,137405485.png,3-(4-fluoropyrazol-1-yl)-2-hydroxy-2-methylpropanoic acid
5164,137443087.png,(E)-3-(5-fluorothiophen-2-yl)prop-2-enoic acid
5165,137443231.png,"3-(3-bicyclo[4.2.0]octa-1(6),2,4-trienyl)propanoic acid"
5166,137456693.png,3-ethyl-2-methyl-3-(4-methylphenyl)oxirane-2-carboxylic acid
5167,137462849.png,"3-(4,5-dihydroxycyclohexa-1,4-dien-1-yl)prop-2-enoic acid"
5168,137462855.png,(2R)-3-(3-cyanophenyl)-2-hydroxypropanoic acid
5169,137472989.png,"(E)-3-(4-hydroxy-3-oxocyclohexa-1,4-dien-1-yl)prop-2-enoic acid"
5170,137480108.png,"2-[(6,6-difluoro-3-bicyclo[3.1.0]hexanyl)oxy]acetic acid"
5171,137480113.png,2-(4-chloro-3-fluoro-N-nitrosoanilino)acetic acid
5172,137487781.png,3-(3-methoxycarbonyl-1-bicyclo[1.1.1]pentanyl)propanoic acid
5173,137499282.png,"2-(2-oxo-1,3-dioxolan-4-ylidene)ethyl hydrogen carbonate"
5174,137501290.png,"(Z)-2-azido-3-(1,3-thiazol-5-yl)prop-2-enoic acid"
5175,137502314.png,3-(4-hydroxy-3-prop-1-en-2-ylphenyl)propanoic acid
5176,137504601.png,"(E)-3-(2-fluorocyclohepta-1,3,5-trien-1-yl)prop-2-enoic acid"
5177,137505715.png,"3-(4,4-difluoro-1-methylpyrrolidin-2-yl)propanoic acid"
5178,137518963.png,(E)-3-(3-fluorothiophen-2-yl)prop-2-enoic acid
5179,137701426.png,"3-(1,3-oxazol-4-yl)prop-2-enoic acid"
5180,137733667.png,"3-(2,3-difluoro-4-hydroxyphenyl)-2-oxopropanoic acid"
5181,138392250.png,"N,2-dihydroxy-N-(4-hydroxyphenyl)acetamide"
5182,138394751.png,"2-oxo-3-(1,2,4-triazol-1-yl)propanoic acid"
5183,138403125.png,"(2R,3S)-3-fluoro-2-hydroxy-3-phenylpropanoic acid"
5184,138461379.png,"2,2-difluoro-2-[[(5R)-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl]oxy]acetic acid"
5185,138470155.png,2-hydroxy-2-iodo-3-phenylpropanoic acid
5186,138470156.png,3-hydroxy-3-iodo-3-phenylpropanoic acid
5187,138470284.png,"(Z)-4-(3-methoxy-1,2-oxazol-5-yl)pent-2-enoic acid"
5188,138473062.png,"6-hydroxy-2,3,8-trimethyl-3,4-dihydrochromene-2-carboxylic acid"
5189,138473069.png,"6-hydroxy-2,8-dimethyl-3,4-dihydrochromene-2-carboxylic acid"
5190,138490677.png,(Z)-2-azido-3-thiophen-3-ylprop-2-enoic acid
5191,138490834.png,(Z)-3-(2-chloro-4-fluorophenyl)-3-hydroxyprop-2-enoic acid
5192,138491907.png,(Z)-2-azido-3-(3-chloro-4-fluorophenyl)prop-2-enoic acid
5193,138507845.png,"2-(2,3,5,6-tetrafluoro-4-methylphenyl)sulfanylacetic acid"
5194,138509389.png,"(E)-3-(6-methyl-3,4-dihydropyridin-4-yl)prop-2-enoic acid"
5195,138509511.png,"(Z)-2-cyano-3-(4-methylcyclopenta-1,3-dien-1-yl)prop-2-enoic acid"
5196,138511761.png,3-[4-(disulfanyl)phenyl]-2-oxopropanoic acid
5197,138524950.png,"3-cyclohexa-1,5-dien-1-yl-2-hydroxypropanoic acid"
5198,138583919.png,3-[4-(methylaminomethyl)phenyl]propanoic acid
5199,138583979.png,3-[4-(aminomethyl)phenyl]-2-fluoropropanoic acid
5200,138600850.png,"(E)-3-[(5S)-4-hydroxy-5-methoxycyclohexa-1,3-dien-1-yl]-2-methylprop-2-enoic acid"
5201,138608983.png,(E)-3-(3-formyl-1-bicyclo[1.1.1]pentanyl)prop-2-enoic acid
5202,138609020.png,(E)-3-[3-(hydroxymethyl)-1-bicyclo[1.1.1]pentanyl]prop-2-enoic acid
5203,138618640.png,"(1R,3R)-2,2-dichloro-3-(3-fluorophenyl)cyclopropane-1-carboxylic acid"
5204,138627340.png,"2-(7-fluorocyclohepta-1,3-dien-5-yn-1-yl)propanoic acid"
5205,138629533.png,(E)-2-cyano-3-(4-hydroxy-3-iodophenyl)prop-2-enoic acid
5206,138629534.png,2-cyano-3-(4-hydroxy-3-iodophenyl)prop-2-enoic acid
5207,138629535.png,3-cyano-3-(4-hydroxy-3-iodophenyl)prop-2-enoic acid
5208,138653660.png,"2-chloro-3-(2,3,4,5,6-pentafluorophenyl)cyclopropane-1-carboxylic acid"
5209,138653674.png,"(3R)-2,2-dichloro-3-(3,4-dichlorophenyl)cyclopropane-1-carboxylic acid"
5210,138664164.png,2-[1-(2-methoxyphenyl)cyclobutyl]-2-oxoacetic acid
5211,138664174.png,3-(2-methoxyphenyl)-3-methyl-2-oxobutanoic acid
5212,138664773.png,2-[1-(2-methoxyphenyl)cyclopropyl]-2-oxoacetic acid
5213,138673139.png,"(5-chloro-2-oxo-1,3-benzoxathiol-6-yl)methyl hydrogen carbonate"
5214,138684142.png,2-(4-bromo-2-fluorophenoxy)-3-fluoropropanoic acid
5215,138684178.png,2-(4-bromo-2-fluorophenoxy)-4-fluorobutanoic acid
5216,138684179.png,(2R)-2-(4-chlorophenoxy)-3-fluoropropanoic acid
5217,138684181.png,2-(4-chlorophenoxy)-3-fluoropropanoic acid
5218,138684227.png,2-(4-chloro-2-fluorophenoxy)-3-fluoropropanoic acid
5219,138687037.png,(2S)-2-[4-chloro-2-[(E)-2-fluoroethenyl]phenoxy]propanoic acid
5220,138687040.png,2-[4-chloro-2-[(E)-2-fluoroethenyl]phenoxy]propanoic acid
5221,138687602.png,"3,3-dichloro-2-(3,5-dichlorophenyl)prop-2-enoic acid"
5222,138696299.png,2-ethyl-1-methyl-2-phenylcyclopropane-1-carboxylic acid
5223,138720228.png,3-(1-iodoazetidin-3-yl)propanoic acid
5224,138723600.png,2-(3-nitrosophenyl)sulfanylacetic acid
